manzana_code,number_buildings_sampling,prior_unw_crime2_num,prior_w_crime_num_std,order_id,survey_id,respondent_type,physical_abuse_police,physical_abuse_military,verbal_abuse_police,verbal_abuse_military,age,date,d_seen_police,d_seen_military,d_interacting_police,d_interacting_military,d_idchecking_police,d_idchecking_military,d_arresting_police,d_arresting_military,treatment,area,bat_min,cai_min,ptr_min,iweight,barrio_code,gender,abuse_police,abuse_military
7600110000000018010102,69.0,0.0,-0.4307519793510437,3,53753,2,0,0,0,0,19,2019-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12218.466796875,239.37930637251,1738.38995357356,1503.53473255536,5.494505405426025,22,0,0.0,0.0
7600110000000018010111,55.0,1.0,-0.0584522970020771,6,53896,2,0,0,0,0,67,2019-12-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7801.02197265625,100.701210003831,1733.97399404128,1751.03559041186,3.6231884956359863,25,0,0.0,0.0
7600110000000018010112,18.0,0.0,-0.4307519793510437,3,123103,2,0,0,0,0,47,2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2128.66015625,255.497175241921,1648.11564692545,1847.30385761944,1.9181585311889648,25,1,0.0,0.0
7600110000000018010115,23.0,1.0,1.3190566301345825,4,1104,2,0,0,0,0,46,2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3923.5556640625,314.951401128892,1580.90634013692,1817.81985368888,11.71875,25,1,0.0,0.0
7600110000000018010130,9.0,1.0,-0.0584522970020771,5,53925,1,0,0,0,0,37,2019-12-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.320068359375,307.780208368815,1683.61339375005,1426.88269365752,2.8901734352111816,25,0,0.0,0.0
7600110000000018010133,34.0,0.0,-0.4307519793510437,5,53895,2,0,0,0,0,74,2019-12-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3946.138671875,199.816608480104,1605.9266116427,1595.44816230999,11.71875,25,0,0.0,0.0
7600110000000018010136,30.0,2.0,1.6913563013076782,5,395,2,1,1,1,1,29,2019-12-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3805.5810546875,255.777898048484,1602.59668410991,1482.68714101806,11.363636016845703,25,1,1.0,1.0
7600110000000018010137,11.0,0.0,-0.4307519793510437,2,13162,2,0,0,0,0,47,2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,771.5443115234375,321.652733294939,1522.47356465208,1441.6948243089,1.442307710647583,25,0,0.0,0.0
7600110000000018010150,17.0,0.0,-0.4307519793510437,2,14492,2,0,0,0,0,67,2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1431.1962890625,377.873422100311,1461.77615172018,1407.75889514832,1.5479875802993774,25,1,0.0,0.0
7600110000000018010152,,0.0,-0.4307519793510437,5,475,2,0,0,0,0,20,2019-12-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2029.7860107421875,263.187079704671,1548.17989090061,1622.68455089168,12.295082092285156,25,0,0.0,0.0
7600110000000018010156,11.0,0.0,-0.4307519793510437,2,572,2,0,0,0,0,52,2019-12-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,596.5123901367188,309.572258466438,1506.47888116849,1620.00403175583,11.811023712158203,25,1,0.0,0.0
7600110000000018010157,25.0,0.0,-0.4307519793510437,3,663,1,0,0,0,0,54,2019-12-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3128.55712890625,303.787847195318,1514.76239233095,1489.17182869009,11.811023712158203,25,1,0.0,0.0
7600110000000018010161,10.0,0.0,-0.4307519793510437,3,7103,2,0,0,0,0,59,2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,504.0127868652344,427.205077464075,1601.19790443813,1301.89245572359,11.363636016845703,25,1,0.0,0.0
7600110000000018010162,,0.0,-0.4307519793510437,4,151104,,,,,,,2019-12-09,,,,,,,,,2.0,377.20086669921875,396.618763656535,1597.48354125773,1331.04669015855,1.480750322341919,25,,0.0,0.0
7600110000000018010163,7.0,0.0,-0.4307519793510437,2,892,2,1,1,1,1,23,2019-12-09,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,147.7204132080078,355.355565321287,1627.80694380988,1373.19417556835,13.043478012084961,25,1,1.0,1.0
7600110000000018010171,,0.0,-0.4307519793510437,2,15832,2,0,0,0,0,54,2019-12-07,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,267280.90625,161.718149008912,2086.77378033759,1897.76619157,1.3611615896224976,22,1,0.0,0.0
